Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY
ID104911,104911,732,71.7,6.332,30.902,0,0,0,0.25,1
ID105282,105282,772,49.242,35.989,30.823,0,0,0,0.25,1
ID106092,106092,853,23.652,22.512,5.585,0,0,0,0.25,1
ID106679,106679,908,75.248,26.975,24.714,0,0,0,0.25,1
ID108177,108177,1038,23.523,32.157,49.218,0,0,0,0.25,1
ID109640,109640,1153,38.029,23.46,47.872,0,0,0,0.25,1
ID111603,111603,1291,47.156,60.456,4.163,0,0,0,0.25,1
ID112767,112767,1367,44.199,56.969,40.064,0,0,0,0.25,1
ID113537,113537,1415,22.68,79.25,28.664,0,0,0,0.25,1
ID115264,115264,1515,55.074,65.728,29.452,0,0,0,0.25,1
ID119512,119512,1730,56.303,78.373,9.694,0,0,0,0.25,1
ID119837,119837,1745,57.813,54.68,40.574,0,0,0,0.25,1
ID126639,126639,2023,56.295,55.729,12.135,0,0,0,0.25,1
ID133739,133739,2262,56.377,9.133,36.797,0,0,0,0.25,1
ID133829,133829,2265,34.887,54.5,41.365,0,0,0,0.25,1
ID135689,135689,2327,56.82,33.181,3.847,0,0,0,0.25,1
ID136289,136289,2347,38.486,39.332,1.265,0,0,0,0.25,1
ID100545,100545,109,43.838,73.333,35.327,0,20,1,0.25,1
ID100910,100910,182,61.677,9.792,11.582,0,20,1,0.25,1
ID101433,101433,273,44.88,14.41,48.25,0,20,1,0.25,1
ID101445,101445,275,65.811,30.281,29.467,0,20,1,0.25,1
ID102607,102607,452,53.066,46.984,25.513,0,20,1,0.25,1
ID102691,102691,464,63.446,2.512,50.084,0,20,1,0.25,1
ID104254,104254,659,22.404,39.866,14.106,0,20,1,0.25,1
ID104912,104912,732,67.78,6.33,30.874,0,20,1,0.25,1
ID105001,105001,742,46.86,37.352,17.462,0,20,1,0.25,1
ID105262,105262,770,41.651,24.279,24.931,0,20,1,0.25,1
ID105283,105283,772,47.363,36.001,30.838,0,20,1,0.25,1
ID105482,105482,792,44.924,1.645,20.155,0,20,1,0.25,1
ID106093,106093,853,21.775,22.46,5.577,0,20,1,0.25,1
ID106680,106680,908,48.431,26.994,24.727,0,20,1,0.25,1
ID106899,106899,928,71.661,7.54,51.551,0,20,1,0.25,1
ID107745,107745,1002,43.685,65.027,44.259,0,20,1,0.25,1
ID108178,108178,1038,72.811,32.198,49.176,0,20,1,0.25,1
ID108429,108429,1059,42.874,76.449,36.698,0,20,1,0.25,1
ID109302,109302,1127,58.124,25.106,21.04,0,20,1,0.25,1
ID109641,109641,1153,71.47,23.473,48.014,0,20,1,0.25,1
ID110068,110068,1184,54.247,15.253,5.462,0,20,1,0.25,1
ID110432,110432,1210,64.322,13.225,42.154,0,20,1,0.25,1
ID111558,111558,1288,50.546,64.517,33.837,0,20,1,0.25,1
ID111604,111604,1291,43.914,60.513,4.122,0,20,1,0.25,1
ID112053,112053,1321,65.658,21.617,36.67,0,20,1,0.25,1
ID112768,112768,1367,73.867,56.93,40.052,0,20,1,0.25,1
ID112895,112895,1375,26.863,59.997,30.004,0,20,1,0.25,1
ID113538,113538,1415,40.922,79.259,28.681,0,20,1,0.25,1
ID113571,113571,1417,71.292,43.642,17.413,0,20,1,0.25,1
ID115265,115265,1515,39.065,65.858,29.551,0,20,1,0.25,1
ID118651,118651,1689,65.176,57.114,41.468,0,20,1,0.25,1
ID119513,119513,1730,25.331,78.219,9.648,0,20,1,0.25,1
ID119838,119838,1745,33.336,54.687,40.535,0,20,1,0.25,1
ID125677,125677,1988,74.775,79.713,44.756,0,20,1,0.25,1
ID126640,126640,2023,61.374,55.711,12.126,0,20,1,0.25,1
ID127957,127957,2069,25.201,2.497,10.511,0,20,1,0.25,1
ID130769,130769,2163,31.375,54.681,42.849,0,20,1,0.25,1
ID131009,131009,2171,35.095,60.914,42.677,0,20,1,0.25,1
ID131789,131789,2197,23.357,25.599,1.254,0,20,1,0.25,1
ID133079,133079,2240,72.188,48.087,51.944,0,20,1,0.25,1
ID133740,133740,2262,34.707,9.179,36.78,0,20,1,0.25,1
ID133830,133830,2265,22.197,54.514,41.388,0,20,1,0.25,1
ID134219,134219,2278,71.452,33.107,12.247,0,20,1,0.25,1
ID135690,135690,2327,33.592,33.151,3.8,0,20,1,0.25,1
ID136290,136290,2347,35.899,39.373,1.237,0,20,1,0.25,1
ID137639,137639,2392,59.636,26.84,26.841,0,20,1,0.25,1
ID141599,141599,2524,67.049,42.006,51.721,0,20,1,0.25,1
ID100250,100250,50,26.923,44.549,20.54,0,40,2,0.25,1
ID100375,100375,75,46.241,13.407,15.873,0,40,2,0.25,1
ID100546,100546,109,66.333,73.342,35.346,0,40,2,0.25,1
ID100911,100911,182,71.601,9.892,11.641,0,40,2,0.25,1
ID101434,101434,273,49.006,14.395,48.244,0,40,2,0.25,1
ID101446,101446,275,47.647,30.187,29.499,0,40,2,0.25,1
ID101511,101511,286,28.302,17.374,5.907,0,40,2,0.25,1
ID101649,101649,309,37.027,77.592,15.354,0,40,2,0.25,1
ID102608,102608,452,20.798,46.987,25.487,0,40,2,0.25,1
ID102692,102692,464,29.031,2.445,50.06,0,40,2,0.25,1
ID103740,103740,598,53.03,58.472,19.453,0,40,2,0.25,1
ID104227,104227,656,41.365,5.487,12.29,0,40,2,0.25,1
ID104255,104255,659,26.536,39.809,14.119,0,40,2,0.25,1
ID104913,104913,732,60.861,6.335,30.85,0,40,2,0.25,1
ID105002,105002,742,33.483,37.38,17.46,0,40,2,0.25,1
ID105263,105263,770,51.316,24.249,24.939,0,40,2,0.25,1
ID105284,105284,772,48.315,35.965,30.832,0,40,2,0.25,1
ID105483,105483,792,49.287,1.626,20.125,0,40,2,0.25,1
ID106094,106094,853,41.593,22.479,5.541,0,40,2,0.25,1
ID106681,106681,908,30.999,26.913,24.633,0,40,2,0.25,1
ID106900,106900,928,49.021,7.526,51.61,0,40,2,0.25,1
ID107240,107240,959,27.925,5.424,43.96,0,40,2,0.25,1
ID107746,107746,1002,42.58,65.051,44.258,0,40,2,0.25,1
ID108179,108179,1038,69.927,32.195,49.207,0,40,2,0.25,1
ID108430,108430,1059,63.982,76.413,36.728,0,40,2,0.25,1
ID109303,109303,1127,59.177,25.074,21.018,0,40,2,0.25,1
ID109380,109380,1133,72.825,20.343,22.874,0,40,2,0.25,1
ID109575,109575,1148,74.626,51.858,33.805,0,40,2,0.25,1
ID109642,109642,1153,68.703,23.486,47.885,0,40,2,0.25,1
ID110069,110069,1184,34.382,15.261,5.391,0,40,2,0.25,1
ID110433,110433,1210,27.733,13.202,42.167,0,40,2,0.25,1
ID111559,111559,1288,63.033,64.509,33.891,0,40,2,0.25,1
ID111605,111605,1291,50.623,60.562,4.025,0,40,2,0.25,1
ID112054,112054,1321,60.02,21.622,36.693,0,40,2,0.25,1
ID112559,112559,1354,73.452,52.981,4.659,0,40,2,0.25,1
ID112769,112769,1367,68.061,56.878,40.075,0,40,2,0.25,1
ID112896,112896,1375,46.535,60.091,30.046,0,40,2,0.25,1
ID113023,113023,1383,73.767,1.833,53.216,0,40,2,0.25,1
ID113539,113539,1415,62.711,79.263,28.655,0,40,2,0.25,1
ID113572,113572,1417,21.077,43.669,17.428,0,40,2,0.25,1
ID114319,114319,1461,34.035,57.563,33.548,0,40,2,0.25,1
ID115266,115266,1515,27.239,65.909,29.436,0,40,2,0.25,1
ID118652,118652,1689,50.715,57.067,41.427,0,40,2,0.25,1
ID119514,119514,1730,23.881,78.231,9.671,0,40,2,0.25,1
ID119839,119839,1745,37.762,54.735,40.546,0,40,2,0.25,1
ID121184,121184,1806,25.317,73.779,18.918,0,40,2,0.25,1
ID125678,125678,1988,75.287,79.695,44.749,0,40,2,0.25,1
ID126641,126641,2023,21.011,55.707,12.13,0,40,2,0.25,1
ID127406,127406,2050,70.4,18.519,51.648,0,40,2,0.25,1
ID127958,127958,2069,75.521,2.484,10.503,0,40,2,0.25,1
ID128073,128073,2073,60.815,69.749,39.146,0,40,2,0.25,1
ID130770,130770,2163,73.862,54.708,42.888,0,40,2,0.25,1
ID131010,131010,2171,64.084,60.896,42.725,0,40,2,0.25,1
ID131790,131790,2197,47.738,25.638,1.226,0,40,2,0.25,1
ID131819,131819,2198,65.202,69.211,14.644,0,40,2,0.25,1
ID133080,133080,2240,52.022,48.0,51.952,0,40,2,0.25,1
ID133741,133741,2262,56.407,9.216,36.764,0,40,2,0.25,1
ID133831,133831,2265,25.886,54.491,41.343,0,40,2,0.25,1
ID133889,133889,2267,38.789,33.641,23.332,0,40,2,0.25,1
ID134220,134220,2278,75.611,33.045,12.206,0,40,2,0.25,1
ID135119,135119,2308,38.036,40.919,17.302,0,40,2,0.25,1
ID135691,135691,2327,35.285,33.138,3.812,0,40,2,0.25,1
ID135749,135749,2329,62.623,54.317,9.453,0,40,2,0.25,1
ID136291,136291,2347,71.722,39.36,1.285,0,40,2,0.25,1
ID137189,137189,2377,48.587,16.676,17.711,0,40,2,0.25,1
ID137640,137640,2392,24.642,26.826,26.87,0,40,2,0.25,1
ID139979,139979,2470,67.784,11.391,10.602,0,40,2,0.25,1
ID141419,141419,2518,49.398,40.444,29.828,0,40,2,0.25,1
ID141600,141600,2524,23.062,42.021,51.799,0,40,2,0.25,1
ID142349,142349,2549,27.98,64.88,48.473,0,40,2,0.25,1
ID100030,100030,6,38.874,31.626,1.517,0,60,3,0.25,1
ID100251,100251,50,33.695,44.543,20.588,0,60,3,0.25,1
ID100376,100376,75,63.668,13.381,15.871,0,60,3,0.25,1
ID100547,100547,109,26.358,73.352,35.32,0,60,3,0.25,1
ID100912,100912,182,20.901,9.878,11.596,0,60,3,0.25,1
ID101435,101435,273,35.666,14.41,48.256,0,60,3,0.25,1
ID101447,101447,275,72.911,30.189,29.51,0,60,3,0.25,1
ID101512,101512,286,46.567,17.427,5.883,0,60,3,0.25,1
ID101650,101650,309,25.44,77.565,15.371,0,60,3,0.25,1
ID102609,102609,452,59.957,46.97,25.466,0,60,3,0.25,1
ID102693,102693,464,68.653,2.423,50.099,0,60,3,0.25,1
ID102796,102796,479,26.306,10.401,39.151,0,60,3,0.25,1
ID103540,103540,573,58.596,30.857,52.306,0,60,3,0.25,1
ID103741,103741,598,73.49,58.498,19.469,0,60,3,0.25,1
ID104228,104228,656,70.266,5.436,12.292,0,60,3,0.25,1
ID104256,104256,659,70.808,39.852,14.136,0,60,3,0.25,1
ID104551,104551,692,64.928,15.152,3.779,0,60,3,0.25,1
ID104914,104914,732,43.859,6.351,30.877,0,60,3,0.25,1
ID104992,104992,741,67.591,46.261,51.904,0,60,3,0.25,1
ID105003,105003,742,73.734,37.347,17.497,0,60,3,0.25,1
ID105264,105264,770,28.169,24.242,24.941,0,60,3,0.25,1
ID105285,105285,772,67.53,35.953,30.865,0,60,3,0.25,1
ID105484,105484,792,70.491,1.622,20.099,0,60,3,0.25,1
ID105812,105812,825,56.825,55.72,43.899,0,60,3,0.25,1
ID105992,105992,843,29.353,18.474,8.253,0,60,3,0.25,1
ID106095,106095,853,71.35,22.471,5.549,0,60,3,0.25,1
ID106682,106682,908,38.386,26.935,24.566,0,60,3,0.25,1
ID106901,106901,928,44.465,7.502,51.69,0,60,3,0.25,1
ID107241,107241,959,68.879,5.468,43.972,0,60,3,0.25,1
ID107685,107685,997,49.722,8.913,39.71,0,60,3,0.25,1
ID107747,107747,1002,69.811,65.056,44.282,0,60,3,0.25,1
ID108180,108180,1038,38.663,32.206,49.191,0,60,3,0.25,1
ID108431,108431,1059,54.641,76.505,36.696,0,60,3,0.25,1
ID109304,109304,1127,51.147,25.042,21.067,0,60,3,0.25,1
ID109381,109381,1133,40.155,20.335,22.88,0,60,3,0.25,1
ID109576,109576,1148,25.974,51.84,33.814,0,60,3,0.25,1
ID109643,109643,1153,48.179,23.485,47.909,0,60,3,0.25,1
ID110070,110070,1184,59.183,15.259,5.382,0,60,3,0.25,1
ID110434,110434,1210,47.628,13.242,42.147,0,60,3,0.25,1
ID111560,111560,1288,27.222,64.503,33.835,0,60,3,0.25,1
ID111606,111606,1291,43.732,60.587,4.004,0,60,3,0.25,1
ID112055,112055,1321,40.172,21.602,36.673,0,60,3,0.25,1
ID112560,112560,1354,57.286,52.941,4.629,0,60,3,0.25,1
ID112770,112770,1367,37.595,56.863,40.034,0,60,3,0.25,1
ID112897,112897,1375,26.081,60.189,30.067,0,60,3,0.25,1
ID113024,113024,1383,51.808,1.812,53.241,0,60,3,0.25,1
ID113540,113540,1415,27.55,79.238,28.693,0,60,3,0.25,1
ID113573,113573,1417,37.893,43.662,17.455,0,60,3,0.25,1
ID114320,114320,1461,59.928,57.568,33.562,0,60,3,0.25,1
ID115267,115267,1515,21.727,66.007,29.348,0,60,3,0.25,1
ID116341,116341,1573,30.254,4.418,5.554,0,60,3,0.25,1
ID117657,117657,1640,29.848,26.042,1.595,0,60,3,0.25,1
ID118653,118653,1689,21.184,57.16,41.456,0,60,3,0.25,1
ID119515,119515,1730,24.815,78.264,9.643,0,60,3,0.25,1
ID119840,119840,1745,57.289,54.727,40.554,0,60,3,0.25,1
ID120299,120299,1766,71.192,46.704,18.734,0,60,3,0.25,1
ID121185,121185,1806,30.77,73.773,18.906,0,60,3,0.25,1
ID122083,122083,1845,58.852,40.39,40.542,0,60,3,0.25,1
ID122107,122107,1846,62.67,20.152,32.923,0,60,3,0.25,1
ID125679,125679,1988,21.804,79.725,44.751,0,60,3,0.25,1
ID125785,125785,1992,30.746,59.432,14.341,0,60,3,0.25,1
ID126642,126642,2023,24.847,55.704,12.136,0,60,3,0.25,1
ID127407,127407,2050,22.425,18.509,51.601,0,60,3,0.25,1
ID127959,127959,2069,56.97,2.559,10.54,0,60,3,0.25,1
ID128074,128074,2073,66.153,69.747,39.156,0,60,3,0.25,1
ID130771,130771,2163,74.813,54.677,42.85,0,60,3,0.25,1
ID131011,131011,2171,44.701,60.86,42.734,0,60,3,0.25,1
ID131791,131791,2197,53.763,25.622,1.213,0,60,3,0.25,1
ID131820,131820,2198,52.292,69.141,14.576,0,60,3,0.25,1
ID133081,133081,2240,45.127,47.948,51.903,0,60,3,0.25,1
ID133742,133742,2262,21.611,9.24,36.759,0,60,3,0.25,1
ID133832,133832,2265,25.361,54.543,41.346,0,60,3,0.25,1
ID133890,133890,2267,64.983,33.673,23.332,0,60,3,0.25,1
ID134221,134221,2278,26.749,33.115,12.259,0,60,3,0.25,1
ID135120,135120,2308,74.112,40.991,17.141,0,60,3,0.25,1
ID135692,135692,2327,64.273,33.151,3.784,0,60,3,0.25,1
ID135750,135750,2329,21.671,54.277,9.471,0,60,3,0.25,1
ID136292,136292,2347,51.817,39.343,1.267,0,60,3,0.25,1
ID137190,137190,2377,72.316,16.666,17.731,0,60,3,0.25,1
ID137641,137641,2392,49.464,26.836,26.84,0,60,3,0.25,1
ID138929,138929,2435,42.625,10.061,28.532,0,60,3,0.25,1
ID139980,139980,2470,65.513,11.398,10.489,0,60,3,0.25,1
ID141420,141420,2518,75.075,40.442,29.83,0,60,3,0.25,1
ID141601,141601,2524,32.11,42.012,51.883,0,60,3,0.25,1
ID142350,142350,2549,66.887,64.847,48.442,0,60,3,0.25,1
ID142859,142859,2566,20.928,50.313,45.783,0,60,3,0.25,1
ID100031,100031,6,67.588,31.71,1.563,0,80,4,0.25,1
ID100065,100065,13,72.837,56.328,48.037,0,80,4,0.25,1
ID100175,100175,35,20.238,46.889,53.088,0,80,4,0.25,1
ID100225,100225,45,64.827,5.505,37.312,0,80,4,0.25,1
ID100252,100252,50,57.897,44.523,20.562,0,80,4,0.25,1
ID100377,100377,75,39.121,13.358,15.864,0,80,4,0.25,1
ID100410,100410,82,24.883,40.49,21.732,0,80,4,0.25,1
ID100548,100548,109,41.401,73.354,35.338,0,80,4,0.25,1
ID100913,100913,182,69.205,9.945,11.513,0,80,4,0.25,1
ID101436,101436,273,29.665,14.419,48.228,0,80,4,0.25,1
ID101448,101448,275,49.617,30.181,29.518,0,80,4,0.25,1
ID101513,101513,286,56.169,17.528,6.024,0,80,4,0.25,1
ID101651,101651,309,65.323,77.546,15.381,0,80,4,0.25,1
ID102215,102215,396,27.477,78.838,5.084,0,80,4,0.25,1
ID102488,102488,435,20.761,63.45,36.083,0,80,4,0.25,1
ID102610,102610,452,72.686,47.0,25.449,0,80,4,0.25,1
ID102694,102694,464,52.242,2.422,50.039,0,80,4,0.25,1
ID102797,102797,479,63.977,10.433,39.063,0,80,4,0.25,1
ID103541,103541,573,46.061,30.835,52.198,0,80,4,0.25,1
ID103742,103742,598,71.805,58.521,19.463,0,80,4,0.25,1
ID104229,104229,656,40.967,5.423,12.308,0,80,4,0.25,1
ID104257,104257,659,62.604,39.855,14.12,0,80,4,0.25,1
ID104353,104353,670,24.64,4.386,13.036,0,80,4,0.25,1
ID104533,104533,690,43.147,23.798,53.394,0,80,4,0.25,1
ID104552,104552,692,47.814,15.188,3.776,0,80,4,0.25,1
ID104830,104830,723,47.128,1.415,33.243,0,80,4,0.25,1
ID104915,104915,732,21.254,6.311,30.86,0,80,4,0.25,1
ID104993,104993,741,58.438,46.278,51.878,0,80,4,0.25,1
ID105004,105004,742,48.877,37.337,17.468,0,80,4,0.25,1
ID105265,105265,770,53.61,24.233,24.926,0,80,4,0.25,1
ID105286,105286,772,24.278,35.976,30.87,0,80,4,0.25,1
ID105485,105485,792,31.012,1.618,20.127,0,80,4,0.25,1
ID105813,105813,825,55.438,55.736,43.943,0,80,4,0.25,1
ID105993,105993,843,42.212,18.472,8.245,0,80,4,0.25,1
ID106042,106042,848,31.727,56.84,6.946,0,80,4,0.25,1
ID106096,106096,853,64.277,22.45,5.561,0,80,4,0.25,1
ID106212,106212,865,27.504,74.384,50.899,0,80,4,0.25,1
ID106683,106683,908,66.453,26.956,24.64,0,80,4,0.25,1
ID106902,106902,928,38.061,7.569,51.658,0,80,4,0.25,1
ID107242,107242,959,33.633,5.456,43.97,0,80,4,0.25,1
ID107589,107589,989,44.648,8.3,34.617,0,80,4,0.25,1
ID107686,107686,997,23.95,8.918,39.714,0,80,4,0.25,1
ID107748,107748,1002,44.805,65.025,44.209,0,80,4,0.25,1
ID108021,108021,1025,26.899,66.257,52.524,0,80,4,0.25,1
ID108181,108181,1038,21.237,32.158,49.18,0,80,4,0.25,1
ID108432,108432,1059,29.509,76.511,36.755,0,80,4,0.25,1
ID109305,109305,1127,30.386,25.098,21.056,0,80,4,0.25,1
ID109382,109382,1133,38.007,20.35,22.834,0,80,4,0.25,1
ID109577,109577,1148,62.967,51.835,33.844,0,80,4,0.25,1
ID109644,109644,1153,51.568,23.561,47.875,0,80,4,0.25,1
ID110071,110071,1184,56.321,15.376,5.341,0,80,4,0.25,1
ID110435,110435,1210,54.539,13.195,42.143,0,80,4,0.25,1
ID111561,111561,1288,64.322,64.507,33.851,0,80,4,0.25,1
ID111607,111607,1291,43.261,60.632,4.104,0,80,4,0.25,1
ID112056,112056,1321,56.68,21.638,36.688,0,80,4,0.25,1
ID112561,112561,1354,29.88,52.975,4.661,0,80,4,0.25,1
ID112771,112771,1367,49.996,56.92,40.077,0,80,4,0.25,1
ID112898,112898,1375,30.595,60.166,29.993,0,80,4,0.25,1
ID113025,113025,1383,66.178,1.835,53.183,0,80,4,0.25,1
ID113541,113541,1415,74.347,79.232,28.7,0,80,4,0.25,1
ID113574,113574,1417,30.037,43.674,17.419,0,80,4,0.25,1
ID114321,114321,1461,50.749,57.528,33.604,0,80,4,0.25,1
ID115268,115268,1515,56.968,66.09,29.425,0,80,4,0.25,1
ID116342,116342,1573,74.155,4.491,5.557,0,80,4,0.25,1
ID117658,117658,1640,61.93,26.005,1.658,0,80,4,0.25,1
ID118654,118654,1689,30.432,57.158,41.431,0,80,4,0.25,1
ID119516,119516,1730,48.021,78.262,9.662,0,80,4,0.25,1
ID119841,119841,1745,50.425,54.694,40.559,0,80,4,0.25,1
ID120300,120300,1766,69.022,46.627,18.724,0,80,4,0.25,1
ID121186,121186,1806,30.43,73.782,18.877,0,80,4,0.25,1
ID122084,122084,1845,20.549,40.326,40.573,0,80,4,0.25,1
ID122108,122108,1846,41.083,20.174,32.952,0,80,4,0.25,1
ID125680,125680,1988,48.897,79.698,44.764,0,80,4,0.25,1
ID125786,125786,1992,36.966,59.389,14.428,0,80,4,0.25,1
ID126303,126303,2011,42.863,37.87,34.093,0,80,4,0.25,1
ID126643,126643,2023,65.832,55.714,12.119,0,80,4,0.25,1
ID127408,127408,2050,36.537,18.506,51.602,0,80,4,0.25,1
ID127960,127960,2069,47.247,2.548,10.549,0,80,4,0.25,1
ID128075,128075,2073,33.393,69.73,39.109,0,80,4,0.25,1
ID130772,130772,2163,61.653,54.694,42.832,0,80,4,0.25,1
ID131012,131012,2171,53.824,60.845,42.738,0,80,4,0.25,1
ID131792,131792,2197,60.75,25.636,1.245,0,80,4,0.25,1
ID131821,131821,2198,29.923,69.309,14.593,0,80,4,0.25,1
ID133082,133082,2240,57.572,48.006,51.826,0,80,4,0.25,1
ID133169,133169,2243,43.956,16.176,37.112,0,80,4,0.25,1
ID133409,133409,2251,68.935,72.52,6.326,0,80,4,0.25,1
ID133743,133743,2262,29.464,9.137,36.799,0,80,4,0.25,1
ID133833,133833,2265,23.58,54.553,41.317,0,80,4,0.25,1
ID133891,133891,2267,45.877,33.686,23.264,0,80,4,0.25,1
ID134222,134222,2278,67.558,33.062,12.218,0,80,4,0.25,1
ID135121,135121,2308,41.722,40.986,17.246,0,80,4,0.25,1
ID135693,135693,2327,42.244,33.077,3.802,0,80,4,0.25,1
ID135751,135751,2329,74.961,54.292,9.459,0,80,4,0.25,1
ID136293,136293,2347,55.696,39.36,1.251,0,80,4,0.25,1
ID136469,136469,2353,50.376,3.78,23.263,0,80,4,0.25,1
ID137191,137191,2377,56.248,16.675,17.739,0,80,4,0.25,1
ID137642,137642,2392,28.509,26.855,26.845,0,80,4,0.25,1
ID138930,138930,2435,49.749,10.089,28.551,0,80,4,0.25,1
ID139259,139259,2446,47.391,16.034,30.195,0,80,4,0.25,1
ID139709,139709,2461,27.701,72.491,16.12,0,80,4,0.25,1
ID139981,139981,2470,32.157,11.298,10.609,0,80,4,0.25,1
ID140009,140009,2471,25.86,40.652,42.405,0,80,4,0.25,1
