Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY
ID100130,100130,26,37.94,8.057,12.602,0,0,0,0.25,1
ID100735,100735,147,47.453,5.427,2.712,0,0,0,0.25,1
ID101189,101189,228,22.603,8.984,31.114,0,0,0,0.25,1
ID102579,102579,445,49.277,45.603,46.98,0,0,0,0.25,1
ID103460,103460,564,23.291,31.517,6.321,0,0,0,0.25,1
ID104321,104321,668,24.351,59.559,4.193,0,0,0,0.25,1
ID106701,106701,911,63.225,59.598,45.989,0,0,0,0.25,1
ID107297,107297,965,39.721,35.65,29.552,0,0,0,0.25,1
ID107333,107333,968,64.536,76.369,38.06,0,0,0,0.25,1
ID108281,108281,1047,21.818,34.897,8.495,0,0,0,0.25,1
ID109181,109181,1119,21.653,10.881,13.564,0,0,0,0.25,1
ID109805,109805,1167,45.735,20.487,33.158,0,0,0,0.25,1
ID111666,111666,1300,36.828,61.026,40.696,0,0,0,0.25,1
ID111966,111966,1320,35.001,79.191,51.208,0,0,0,0.25,1
ID113373,113373,1411,60.355,65.185,38.883,0,0,0,0.25,1
ID128243,128243,2098,20.013,4.422,14.313,0,0,0,0.25,1
ID130754,130754,2182,57.253,67.015,7.431,0,0,0,0.25,1
ID134084,134084,2293,63.644,55.844,4.167,0,0,0,0.25,1
ID137954,137954,2422,27.677,52.393,35.179,0,0,0,0.25,1
ID138674,138674,2446,25.909,56.156,12.92,0,0,0,0.25,1
ID139244,139244,2465,23.802,29.12,16.92,0,0,0,0.25,1
ID100131,100131,26,21.756,8.123,12.575,0,20,1,0.25,1
ID100200,100200,40,69.236,8.463,17.785,0,20,1,0.25,1
ID100736,100736,147,57.017,5.394,2.735,0,20,1,0.25,1
ID101190,101190,228,28.323,8.972,31.11,0,20,1,0.25,1
ID101507,101507,281,41.984,29.733,4.092,0,20,1,0.25,1
ID102580,102580,445,56.419,45.613,46.985,0,20,1,0.25,1
ID103461,103461,564,20.891,31.442,6.237,0,20,1,0.25,1
ID104322,104322,668,57.112,59.609,4.163,0,20,1,0.25,1
ID106558,106558,898,52.623,46.287,41.013,0,20,1,0.25,1
ID106702,106702,911,37.893,59.631,45.997,0,20,1,0.25,1
ID107298,107298,965,68.726,35.664,29.522,0,20,1,0.25,1
ID107334,107334,968,51.14,76.363,38.059,0,20,1,0.25,1
ID108282,108282,1047,45.203,34.861,8.5,0,20,1,0.25,1
ID108701,108701,1082,70.302,12.484,43.168,0,20,1,0.25,1
ID109182,109182,1119,55.547,10.854,13.542,0,20,1,0.25,1
ID109402,109402,1136,70.033,16.617,32.013,0,20,1,0.25,1
ID109806,109806,1167,20.454,20.45,33.153,0,20,1,0.25,1
ID111231,111231,1270,45.521,73.081,50.524,0,20,1,0.25,1
ID111667,111667,1300,56.61,61.073,40.707,0,20,1,0.25,1
ID111967,111967,1320,33.08,79.13,51.212,0,20,1,0.25,1
ID111981,111981,1321,71.38,43.324,51.751,0,20,1,0.25,1
ID112251,112251,1339,25.21,29.562,23.515,0,20,1,0.25,1
ID112356,112356,1346,35.458,46.509,14.032,0,20,1,0.25,1
ID113277,113277,1405,71.856,28.435,40.983,0,20,1,0.25,1
